RAM,Storage,Battery,Camera,RefreshRate,Price
24,64,4000,200,60,127768
12,512,5500,32,165,121655
8,512,6500,48,90,114295
24,2048,6500,32,120,229322
12,2048,4000,200,165,253817
8,1024,6000,200,90,182342
12,64,6000,200,165,143252
4,256,4000,32,144,81400
6,1024,4500,50,165,150056
6,256,6500,64,120,108292
6,64,6000,64,90,89131
24,512,5000,48,60,123020
4,2048,4000,32,165,190159
24,512,4500,32,165,138307
4,2048,6500,32,120,200204
24,128,5500,50,120,115728
12,64,4000,48,60,64621
8,256,6500,50,144,113094
24,64,4000,32,60,76764
6,2048,6500,48,120,218357
8,512,6000,50,60,107333
8,256,4500,32,144,91906
12,512,5000,64,144,117295
12,2048,4500,32,90,192284
24,2048,4000,48,60,198318
12,1024,5500,108,144,172896
6,1024,5500,50,165,159625
4,2048,6500,48,144,207609
12,64,5500,64,60,81911
4,256,6500,50,60,94449
24,2048,6000,200,165,276789
24,1024,4500,200,120,195258
16,1024,6500,200,165,215504
4,512,6500,200,90,148844
12,256,6500,200,144,163158
6,1024,6000,32,60,126455
24,128,6000,64,144,126416
6,64,5500,50,90,86401
8,256,4000,108,90,101488
16,2048,5500,64,90,210473
4,512,5500,108,144,130855
4,512,5500,50,60,106370
12,2048,6500,32,60,212592
12,512,4000,108,165,137910
4,64,6000,108,120,108380
16,1024,4500,200,144,190009
8,256,4000,48,144,89038
8,1024,6000,108,144,175488
24,2048,5000,200,144,261525
4,64,6500,48,60,80410
8,256,6500,50,165,116098
16,256,6500,32,60,100144
6,512,4500,200,144,153612
4,256,6000,48,90,90360
4,512,4500,64,90,95353
24,256,4000,64,60,103304
24,2048,6000,32,144,230866
12,2048,6000,108,90,227182
12,64,6000,200,60,117424
16,512,6000,64,165,134024
6,2048,6000,48,90,204455
4,512,6500,108,165,149378
8,1024,5500,64,165,163545
24,128,5000,64,120,116843
8,512,4500,48,144,106240
16,2048,6500,108,120,243628
24,1024,5000,200,165,209800
24,128,4500,48,165,110169
24,256,6500,50,90,129966
24,2048,4500,108,165,235840
24,2048,5000,200,60,249670
8,1024,5500,108,165,168880
24,2048,5500,200,165,269016
8,512,4000,108,60,111036
4,512,4500,32,60,85129
6,256,4500,50,120,98477
6,64,6500,50,90,85918
16,64,5000,64,60,93296
16,2048,6500,108,90,242724
24,2048,6000,64,90,229125
16,2048,5000,200,60,239480
12,512,5500,200,120,156717
16,64,4000,200,120,118688
6,1024,5500,48,120,148578
16,1024,6500,108,90,170620
24,128,5000,64,90,99396
24,64,4500,48,165,108279
4,512,4000,64,120,100685
16,256,4500,48,165,106804
8,64,5000,64,90,80616
4,128,5000,108,60,93055
24,1024,6500,50,144,180675
16,1024,5000,32,120,150513
16,128,4500,108,60,94099
16,128,5500,108,165,132010
12,64,5000,48,90,83679
24,256,5000,50,120,118026
6,1024,6000,64,165,166829
24,64,4000,200,120,126489
12,128,6500,108,165,129645
6,64,6500,50,144,104185
4,512,5000,108,120,124477
4,1024,5000,108,165,153710
12,512,4000,50,90,107974
8,1024,4000,32,90,132905
16,1024,4000,200,60,167803
6,2048,6500,48,144,220176
4,128,6000,200,144,127477
24,64,6500,200,90,149267
4,512,6500,50,60,109400
4,64,4000,48,120,75469
16,64,6000,48,120,102541
12,512,5500,200,144,159898
12,256,4000,64,60,88600
16,64,6500,200,165,151284
4,2048,6000,32,60,189199
8,1024,4000,50,120,129954
16,64,5000,64,144,98334
12,2048,4000,64,90,206734
16,128,4500,200,144,140270
16,256,6500,48,120,111412
24,2048,6500,50,60,223976
16,1024,4500,32,60,137613
4,1024,6000,64,165,154613
16,64,5000,48,120,96954
6,512,6500,108,90,127650
6,128,4500,108,120,99822
6,64,4500,200,165,132521
4,1024,5500,200,165,192991
4,256,6500,32,120,98641
4,128,6500,108,144,114349
8,256,4500,200,90,126681
4,256,6000,32,90,88601
8,512,5500,50,165,124537
24,256,6500,108,90,136301
16,1024,5000,50,144,158610
6,64,5000,48,90,76242
24,2048,6500,64,120,241954
8,128,6500,200,120,143614
12,512,5500,50,120,123429
12,1024,4000,48,165,140871
4,256,4500,108,90,101896
8,2048,6500,32,60,197541
4,1024,6500,32,165,153588
16,512,6000,48,60,126039
16,256,6000,108,144,135030
24,128,5000,64,90,103795
16,2048,5000,48,144,214637
16,1024,4000,64,120,145094
16,64,6500,48,165,109917
24,128,6000,48,144,120130
6,128,6000,108,90,106400
24,2048,5500,50,60,211160
6,512,4500,32,120,98412
8,128,4000,200,90,112523
16,256,5500,64,144,110617
4,64,6500,50,60,80267
24,1024,6500,50,120,169812
16,1024,6000,48,144,162009
24,512,5000,108,60,130152
16,256,5500,48,165,113839
12,256,5000,64,144,107651
16,64,6000,48,144,110183
6,128,4000,108,120,89644
6,128,4500,48,120,85265
16,2048,4000,200,90,238221
12,256,6500,32,144,120068
24,512,5500,48,165,140789
6,2048,5500,32,90,192580
4,128,6000,108,90,99949
6,2048,6000,32,165,209598
6,64,4500,50,90,78070
16,512,6000,108,60,137735
24,2048,6500,50,60,229214
6,512,6000,64,144,119746
6,128,5500,108,90,98334
16,128,6000,200,165,145340
8,128,6500,200,120,138710
12,1024,6000,32,90,145390
12,512,4500,32,60,105103
6,1024,6000,200,144,188798
6,1024,4000,48,144,134650
16,1024,4000,108,165,170977
4,64,5500,200,90,114871
16,1024,4000,200,144,186247
16,512,5000,32,165,126711
12,128,5500,64,120,106327
16,2048,6500,108,60,233019
12,128,5000,64,90,94191
4,256,6000,108,144,119552
8,128,4000,200,60,111538
16,1024,4000,108,60,142327
12,2048,4500,200,120,238146
12,256,4000,48,144,90346
24,1024,5000,50,165,166628
12,1024,5000,108,120,155111
24,512,4500,64,165,141381
16,512,4500,50,165,130468
16,512,5000,50,165,128897
8,2048,5500,200,90,243994
24,64,6500,48,144,120130
24,128,4000,48,165,108136
12,256,6000,108,60,110684
6,512,6500,32,60,104305
6,512,6000,64,60,115611
4,256,4500,50,60,74237
16,64,6500,64,144,110860
16,2048,6000,50,165,228957
4,128,6500,64,144,110116
4,128,6500,108,120,110061
6,64,6000,108,165,121612
24,128,6000,48,60,112260
8,128,6500,32,90,89856
4,256,5500,50,144,93103
12,1024,4500,108,60,142033
24,2048,4000,32,165,222689
8,2048,6000,108,120,221673
8,256,4500,108,90,104320
12,512,6000,32,120,126109
6,512,6000,32,165,123565
4,1024,5000,50,60,133664
16,256,6000,108,120,128400
24,512,5500,108,144,153377
6,256,5500,200,144,142968
16,64,5500,32,120,92830
4,512,6500,48,90,110960
8,512,5000,108,165,137473
4,2048,5000,48,120,201758
4,512,6500,200,120,162487
4,1024,4500,64,120,136333
8,128,6000,50,90,96374
24,2048,4500,64,90,212758
6,2048,4500,50,90,188923
6,128,4500,108,120,93124
6,64,4000,32,144,71392
16,64,6000,32,144,108297
8,1024,5000,64,165,161879
8,512,4500,108,120,128488
12,128,6000,48,60,93127
16,512,5500,108,60,134632
16,256,5500,200,90,148938
12,64,6500,108,144,114436
8,2048,4000,32,90,184491
12,1024,4000,50,120,142898
16,256,4500,108,120,109462
6,256,5500,108,120,105798
8,128,5500,64,90,83535
12,2048,5000,50,144,218713
8,512,4500,108,90,118237
16,2048,4500,32,120,210441
6,1024,5500,64,90,147155
6,2048,4500,64,60,191030
6,512,5500,48,165,115745
16,2048,5000,64,120,221159
8,1024,6000,32,144,158705
4,2048,4500,32,90,178244
8,512,6500,32,144,123049
24,256,5000,50,120,112881
16,1024,5000,50,60,148974
12,64,5000,200,165,141563
6,1024,6000,200,165,199510
6,256,5000,50,165,99886
12,2048,5500,32,144,210322
16,256,5500,200,90,136406
6,2048,5000,64,165,206698
16,512,4000,32,90,98917
8,128,5000,50,120,87886
24,256,6000,200,144,163950
8,512,5000,200,165,151551
16,512,5500,48,90,120292
4,128,6500,48,120,91425
24,2048,6500,32,90,225553
6,512,4000,32,60,85669
12,1024,4000,32,144,138642
16,64,4000,50,165,89146
6,64,6500,64,120,93726
6,128,6500,50,144,108803
24,128,4500,108,90,113832
4,64,6500,50,120,90490
12,512,6000,50,165,138092
12,128,6500,108,90,117547
16,1024,5500,200,165,203245
12,1024,6500,200,165,198602
8,256,5500,108,90,104136
4,512,5000,50,144,105236
8,128,5000,32,60,79622
16,128,5000,50,144,101529
16,64,6500,64,144,114601
8,64,5500,50,165,89765
6,64,6000,50,90,92887
12,1024,5500,64,90,146672
6,2048,6500,200,144,254288
12,128,5000,32,144,89596
24,128,6000,108,120,134555
8,2048,6500,108,120,229248
12,128,4000,48,90,82075
8,64,6500,64,165,108701
12,256,6500,108,144,132938
6,256,4000,48,60,67592
16,64,4500,32,120,88988
8,128,6500,64,60,95441
6,64,4500,32,144,81310
6,256,5500,50,144,101351
8,512,6500,32,120,116126
4,128,4000,50,144,82585
4,1024,5500,48,90,142809
8,512,4000,32,90,99430
12,512,4500,200,60,139863
6,512,6500,32,165,129819
24,128,5500,64,120,123808
8,128,6500,200,60,126971
24,1024,6000,32,120,164578
12,2048,5000,48,120,216793
4,2048,4500,32,90,180352
24,512,5000,32,90,124572
8,1024,4000,64,90,139069
4,64,6000,200,144,125299
24,1024,4500,50,60,144941
6,128,5500,32,165,102259
8,2048,4000,32,120,185841
24,128,6500,108,60,127986
6,512,4500,50,165,116287
24,256,5500,200,90,154914
4,2048,5500,50,90,191256
8,64,5500,200,144,137637
16,256,6000,200,144,152292
6,1024,4500,108,120,154880
8,2048,5500,50,165,218184
16,128,4000,108,90,93540
12,256,5000,108,120,119261
12,64,6500,108,144,123676
24,128,4000,108,120,108813
16,128,5000,200,60,119285
24,1024,5500,48,165,171562
24,512,6000,48,165,145987
8,256,5500,200,120,141315
4,64,6000,200,60,119053
4,128,4500,32,90,69666
4,512,4500,32,60,83837
16,2048,5500,200,144,262589
16,1024,6500,108,120,185158
4,256,4500,108,60,87695
4,128,6500,64,60,92342
12,2048,4000,50,165,210832
24,512,5000,200,60,163366
16,256,6000,32,60,106594
8,64,4500,108,60,85674
4,2048,4500,108,144,209190
6,128,6000,200,90,120143
16,2048,4500,108,165,229104
12,2048,4000,200,165,249767
8,2048,5500,200,144,251511
4,128,4500,108,144,96742
16,256,6500,48,165,118265
16,512,5000,50,165,129609
8,256,5500,200,144,143539
24,256,6000,48,165,137903
16,128,5500,108,120,121842
8,512,5500,64,60,109315
24,64,5000,108,60,106406
16,128,5000,32,120,95317
6,128,5000,32,120,74597
16,1024,6000,108,165,186460
6,64,4000,64,120,84557
6,128,5000,50,165,89631
6,128,5000,50,60,82489
16,512,6000,48,60,123954
24,256,5500,48,144,130989
24,2048,6000,32,165,232940
24,256,4000,200,165,150149
12,64,4000,50,120,75186
12,512,4000,48,165,119774
4,2048,6500,64,60,210183
8,1024,4000,50,165,150625
16,128,5000,108,90,113826
6,64,6500,200,144,135276
12,1024,6000,108,60,167299
6,512,5000,64,90,114076
6,256,4000,64,165,96729
24,64,6000,64,120,121961
4,512,6000,64,90,115053
6,512,6000,48,144,129011
12,2048,6000,48,165,226982
16,2048,6000,48,90,217195
4,256,5500,50,165,96584
4,64,6500,64,144,105379
8,256,4500,50,120,89268
16,2048,4000,50,90,199063
8,1024,5500,108,90,161086
12,64,4500,48,120,79888
6,2048,4000,32,60,177113
6,1024,4500,50,60,130881
8,2048,4000,50,144,205507
12,64,5000,48,165,99705
6,128,6000,108,120,103308
16,512,6000,200,90,156037
24,2048,6500,32,144,231834
16,2048,6000,32,120,225550
6,64,5000,48,165,89728
8,64,5500,200,60,110266
4,512,6500,50,120,126214
4,64,5000,200,144,118304
6,512,6000,200,60,145813
8,512,6000,108,60,129097
6,128,6000,64,165,108811
24,64,4000,48,165,96349
8,256,5500,64,90,91420
4,256,6500,50,120,102298
24,256,4500,108,120,128625
4,2048,5000,64,60,186699
16,256,4500,48,120,101201
12,2048,4500,32,144,199260
16,2048,6000,200,90,251567
12,128,6000,48,144,109905
8,1024,5000,64,165,148359
6,128,6500,48,165,107092
16,2048,4500,48,120,203022
24,2048,6000,48,144,241524
6,2048,6000,48,120,212248
4,1024,6000,200,60,167872
6,256,4500,200,60,112184
8,512,5500,50,144,114734
24,2048,6500,50,90,233530
6,64,4500,48,60,74071
16,1024,5000,108,165,183249
16,128,6000,48,90,103310
24,64,5000,32,144,100050
6,1024,6000,64,120,156109
6,512,5500,64,90,113430
6,128,4500,32,144,82784
4,256,5500,48,90,83964
6,64,4500,64,165,97393
12,2048,5000,64,90,211699
12,512,4000,108,144,120275
24,256,5500,108,165,145021
16,1024,6000,200,60,192061
16,64,5500,64,60,85748
6,1024,6000,64,60,142007
16,512,6000,200,60,152250
6,256,5500,64,120,99416
8,512,4500,64,120,106555
16,64,6500,108,90,116402
12,2048,5500,32,165,218742
4,128,6000,200,165,132740
6,512,5500,50,144,115755
4,128,5500,108,90,93071
12,64,5000,50,90,88097
24,2048,4000,32,60,204315
24,512,6500,50,60,130771
16,2048,5500,200,165,261248
16,128,5500,108,144,121807
4,128,5000,108,90,97722
6,128,4500,200,60,110744
12,256,5000,200,144,145124
8,2048,4500,32,90,189093
6,64,6000,50,60,86479
12,512,5500,108,60,123861
16,512,4500,48,165,127126
24,512,5500,64,144,140260
4,1024,6000,32,90,143964
16,256,6000,200,165,166600
6,64,4500,48,60,62738
24,256,4000,48,60,96506
24,1024,6000,50,120,162417
4,64,4000,64,90,70417
6,2048,5000,108,165,227593
16,1024,4500,64,165,156567
8,64,4000,50,120,70140
8,512,4000,64,165,122080
4,256,5500,48,60,78025
24,256,5000,108,144,129216
16,128,6500,48,165,121221
4,64,6000,200,165,136875
4,512,6500,200,165,167275
24,256,5500,108,120,136270
8,1024,6000,108,120,170543
6,1024,6000,64,165,164129
24,2048,5500,64,90,224823
16,128,6500,50,90,109534
4,64,4000,64,60,65244
24,128,6000,64,144,122965
4,256,5000,108,90,99344
4,2048,4500,200,120,230422
8,64,5000,50,165,90310
16,256,4000,32,120,88350
8,512,6500,108,165,148204
4,128,4500,50,120,75292
24,512,5500,32,90,119912
12,128,6500,64,165,111028
8,512,5500,200,60,146366
16,256,6000,200,120,156950
16,1024,4000,48,165,148373
24,256,5000,32,90,100357
8,64,5000,64,165,102248
6,1024,6000,64,90,142527
16,64,5000,200,120,134983
24,64,5000,64,60,93458
12,128,5000,64,120,100982
6,1024,5000,48,60,123410
8,64,4500,32,144,81749
16,64,5500,108,90,106005
6,256,5500,200,165,147078
8,256,4500,32,165,103386
24,128,4500,200,60,124482
12,512,6500,108,60,133055
4,256,4000,200,165,136749
4,256,5500,32,60,78527
16,2048,6500,50,60,215047
16,256,6500,48,120,125534
6,128,5000,50,165,92822
8,512,6500,32,120,117708
6,128,5000,32,60,69088
16,1024,6000,32,90,153067
16,256,6000,50,120,115329
6,2048,5000,108,90,212726
6,64,5000,108,120,90562
16,512,4000,48,60,95139
12,2048,4000,32,144,195404
4,64,5500,64,90,85629
24,1024,6000,200,144,219960
16,256,5000,50,90,94380
24,2048,6000,32,144,234860
16,128,4000,200,144,140132
4,512,5000,200,144,157210
12,128,4500,48,165,90730
8,256,5500,48,120,94896
8,512,5500,32,60,98493
12,64,5000,64,144,92403
6,256,5000,108,165,111905
6,1024,4000,64,60,127489
8,1024,6500,32,120,158521
16,512,5500,108,144,141452
6,1024,4500,108,90,151786
12,512,4000,50,90,97685
24,1024,5500,64,165,181044
8,1024,6500,48,90,154669
24,2048,4000,200,165,264425
12,64,6000,108,144,115188
8,1024,4000,64,90,132566
8,512,4000,108,60,113222
24,1024,5500,50,144,169031
24,2048,4000,32,90,212068
6,1024,6500,32,90,141199
24,128,5500,108,120,134363
12,1024,6000,64,90,153903
6,2048,5000,50,165,216630
24,256,5500,200,120,152988
4,1024,4000,108,165,148659
12,128,5000,32,120,97300
16,64,4000,200,165,136160
8,64,5000,32,90,82022
12,2048,6000,64,120,215251
24,512,5500,64,144,138331
16,128,6500,48,144,110556
6,128,6000,64,120,94705
12,128,5000,200,90,134050
6,64,4000,200,60,93934
6,2048,5500,200,144,242674
6,64,4500,200,144,119858
12,2048,6000,64,165,231127
6,512,6000,64,165,137271
12,512,5000,48,90,104113
12,1024,4000,108,144,160786
24,128,6500,108,120,142722
12,1024,6000,50,60,139256
4,1024,5500,200,120,177619
4,1024,5500,200,60,173338
6,2048,6500,108,120,232197
12,1024,4000,108,165,168693
4,128,5500,200,60,118391
24,2048,6000,108,120,249069
16,64,5000,108,60,102237
12,512,6000,64,165,141819
24,256,5500,50,120,118426
8,128,4000,200,165,119794
24,256,6500,108,120,135105
4,2048,5500,108,90,215421
16,64,6500,50,165,115794
4,256,5500,32,90,80803
16,64,5000,50,90,92197
16,256,5000,50,60,98240
24,64,6000,48,165,120123
24,128,6500,64,120,127277
6,256,6500,48,144,113953
6,1024,4000,50,60,114924
6,1024,4500,64,144,151888
12,128,6500,64,90,104070
6,1024,6500,50,60,143771
24,256,4000,32,90,91187
12,512,5500,50,144,128462
24,1024,4500,64,144,161691
12,256,4500,108,144,115827
4,256,5500,64,120,96211
16,2048,4000,32,165,217123
24,256,5500,108,120,140395
8,256,5000,32,120,100052
24,1024,5500,64,90,167567
24,2048,6000,48,165,235256
8,2048,6500,48,120,214039
16,64,6500,32,60,83966
4,512,4000,108,60,98497
24,512,5000,48,120,134368
8,128,4000,32,165,85775
4,64,6000,200,90,124481
16,2048,4000,200,60,230904
4,1024,4500,64,165,143049
6,64,6500,48,120,90786
8,512,6500,32,144,123436
8,512,6500,200,120,165645
8,128,4000,50,60,74139
12,512,5000,32,120,108088
8,128,5500,32,144,88997
6,1024,5500,48,144,155674
4,128,6000,64,90,96398
16,2048,4000,64,120,203472
4,64,4000,32,165,79393
24,256,5500,32,144,117812
6,2048,6500,32,60,194356
24,512,5000,48,120,126537
12,1024,4000,108,144,152405
12,512,5500,200,60,154675
16,128,4000,64,144,100197
4,1024,6000,50,120,141370
24,256,5500,32,60,99832
8,1024,5000,32,144,138032
8,2048,4500,48,165,202034
4,512,6500,48,120,115141
24,512,4000,200,120,157782
12,64,6500,64,90,98954
6,64,4500,32,165,79771
6,512,5500,32,165,123842
24,256,5500,108,144,133788
4,64,5000,32,120,79934
24,64,5500,32,90,97952
24,2048,6000,64,165,244904
6,2048,6000,48,60,206376
4,2048,4500,64,60,188873
12,1024,4000,48,90,129547
4,128,6500,32,120,90536
4,512,6000,48,165,119432
4,64,4000,64,165,89564
16,128,4000,48,144,94770
8,2048,6500,64,120,220846
4,2048,6000,108,90,223459
8,128,4000,108,90,83016
8,64,4000,50,90,65765
12,128,6500,50,165,116594
6,512,4500,108,60,109693
6,64,6500,108,144,114537
6,64,5500,32,60,71910
4,128,4000,200,165,125653
8,512,6500,64,90,123186
6,128,6500,50,165,107689
12,512,4500,48,165,119310
24,64,6000,48,144,112160
16,64,6500,50,120,105923
12,64,6000,48,90,97666
4,1024,4000,108,120,145986
16,1024,4500,64,90,143811
8,64,4500,32,90,76690
24,512,5500,48,90,135210
24,64,4000,200,120,127445
8,128,5500,50,120,98331
16,512,4000,32,60,103032
16,128,4500,32,144,88790
16,64,4000,48,144,88259
16,1024,5000,64,90,155837
24,2048,5000,48,60,208052
8,128,4000,48,144,83175
6,512,4500,32,144,111312
16,512,4000,64,90,110440
6,1024,5500,48,144,144940
8,128,5500,200,90,129830
24,256,5000,48,120,121050
6,64,6500,108,60,95597
8,128,4000,64,144,83913
12,128,5000,48,120,96075
16,128,6500,108,90,117668
16,1024,4500,32,144,151872
16,512,4500,108,144,129806
12,256,4000,200,144,132624
24,128,4500,50,144,114295
16,128,6000,48,165,110012
4,512,4000,32,144,92128
24,1024,4000,64,165,162183
12,512,6500,32,144,124741
12,128,4000,108,60,90413
24,2048,5500,48,90,228691
8,256,4500,200,60,116942
4,512,6500,50,90,116136
24,512,6000,200,165,190891
4,512,5500,48,144,114144
6,256,6500,64,60,95782
24,64,5500,200,120,148224
16,64,5000,64,120,92399
24,1024,6000,108,90,182844
24,64,6000,50,60,103121
16,2048,5000,32,60,201334
12,256,5500,108,60,104042
8,256,4500,200,165,138718
24,64,6000,200,90,137791
6,256,4500,108,60,95274
24,512,6500,108,90,156301
24,128,5000,50,120,102659
16,2048,5500,50,60,202097
4,256,5000,64,144,102604
16,1024,4000,64,165,159908
24,1024,5000,64,165,170464
8,2048,6500,32,90,208372
12,64,4000,64,90,80917
8,64,4000,48,120,76351
4,2048,4500,64,90,197567
6,1024,6500,32,120,147426
12,2048,6000,48,144,215265
8,512,5500,200,60,135888
8,128,4000,32,90,78405
16,2048,5000,64,165,223270
8,2048,6500,50,144,228434
16,2048,6500,108,165,252029
12,512,5000,108,90,130801
8,128,5000,48,144,91845
8,256,4000,48,120,85643
8,512,4500,108,90,114752
24,1024,5000,48,90,158793
24,2048,6500,48,90,233365
6,64,4000,50,165,81037
6,512,5000,50,90,105758
6,1024,6500,32,120,145166
8,128,5000,64,165,98996
6,1024,5000,32,60,120775
12,512,4500,64,120,123980
6,64,6500,108,165,122082
8,2048,6500,50,144,220938
8,1024,6500,48,165,167827
24,512,5000,200,60,155193
24,512,4000,48,165,124701
4,256,4000,64,165,97953
6,512,5000,32,120,103825
4,1024,6500,48,165,153391
16,128,5000,48,60,91936
4,1024,5500,200,60,175462
16,512,4500,64,120,113574
16,1024,6000,32,120,155883
12,128,6500,64,120,111695
12,256,4000,50,120,99349
8,256,5500,108,60,100222
6,2048,5500,200,144,255708
12,256,4500,200,144,142951
24,512,4500,108,165,143052
4,128,4500,50,144,89500
16,256,4000,108,144,120478
4,64,5500,200,120,120194
12,128,6000,64,165,120075
6,128,4500,64,120,92774
16,512,4000,50,165,124802
8,512,6000,200,144,168318
6,64,4000,48,120,75159
8,2048,6500,64,60,208501
24,2048,5000,64,90,228976
12,2048,6500,48,60,205390
4,256,5500,32,165,95160
24,256,6000,64,165,134582
12,256,6500,200,144,154898
24,64,5000,108,165,127116
4,256,4500,108,60,87635
6,256,5500,200,90,125814
8,128,4000,50,120,86955
12,2048,5000,32,120,212657
8,1024,6500,32,165,158710
6,2048,4500,32,165,195923
6,1024,5000,50,120,137947
8,2048,6500,200,120,261517
4,1024,6000,50,90,142443
4,128,6000,50,120,95963
12,512,5000,48,60,113069
6,128,6000,48,90,83618
16,1024,6500,108,165,191515
24,1024,6500,32,144,170707
12,64,4000,48,60,68659
12,256,5000,200,120,139716
6,512,6000,108,120,136989
6,2048,5000,32,60,185492
6,128,6500,48,90,90085
8,128,4500,48,60,81150
12,2048,4000,32,60,178902
12,512,4000,48,60,90863
4,2048,6000,108,60,217769
12,64,5000,32,60,73190
8,2048,4000,32,60,177705
16,128,6000,48,90,102046
24,256,4000,32,90,92558
24,256,6000,50,120,127608
6,1024,6500,108,90,158082
16,1024,4000,32,165,144035
4,1024,4500,200,90,161892
8,128,6000,32,60,83186
6,1024,6500,64,120,162099
24,1024,4500,64,60,144348
6,256,5500,64,90,103795
16,128,5500,32,120,94657
4,512,4000,108,90,109425
12,256,6500,50,165,124072
24,64,4000,50,144,108210
4,512,5000,64,165,118072
24,256,6500,64,90,124395
16,512,5000,64,90,115714
4,512,6500,50,90,111061
4,2048,5500,200,60,237838
12,512,6000,200,60,145329
4,128,5500,64,165,105174
4,2048,4500,32,120,187846
6,256,4500,108,144,112862
4,128,5500,200,144,126891
8,2048,6000,108,120,220635
24,512,5000,64,165,149816
12,512,6000,50,90,112624
12,64,4000,50,144,91881
12,128,6500,48,60,88159
4,2048,4000,32,144,197645
24,64,4500,64,165,117532
24,256,4500,50,165,127945
16,64,4000,200,165,138104
12,512,4500,50,144,116623
12,1024,5000,108,120,160426
16,1024,4000,32,144,142179
4,512,5500,50,144,119709
12,512,4000,32,90,102413
16,2048,5000,200,90,239667
12,512,4500,50,144,123131
12,64,6000,200,144,145040
24,1024,6500,108,165,199893
12,512,6000,48,165,140337
4,512,5000,64,165,113899
12,1024,6500,50,120,154046
8,64,4000,108,60,81413
6,256,5000,200,165,136483
4,2048,5000,64,60,189311
12,256,5000,64,120,100128
4,2048,4500,48,90,194025
24,256,6000,32,60,104146
8,64,5000,48,60,77712
16,256,4000,64,144,101053
16,1024,5500,50,60,150748
24,512,6000,32,120,129719
12,1024,5500,50,165,156073
4,512,4000,200,90,132148
8,512,6000,200,120,151224
6,1024,5000,50,144,148682
6,512,6500,32,165,124988
6,256,5000,32,120,88037
16,512,4500,108,60,115021
24,1024,4000,108,120,176434
8,64,6000,108,144,106901
12,128,5000,32,120,83731
16,256,5500,200,165,155069
8,128,5500,64,120,97513
16,1024,5500,200,165,204608
6,64,6500,200,165,144112
6,1024,5500,48,144,151409
8,2048,6000,108,144,235390
16,2048,6500,32,165,230776
6,256,5500,48,90,84834
6,2048,6500,50,144,217481
12,256,4000,200,90,133465
12,256,5000,200,90,136327
8,2048,6000,48,144,220516
6,64,4500,48,60,70121
6,256,5500,64,165,107735
12,512,6500,32,90,119552
6,256,4500,32,120,93429
8,2048,6000,48,60,203553
24,512,4000,32,60,107504
8,1024,5000,32,144,140756
8,2048,6500,32,144,223912
24,128,4500,32,165,107321
24,1024,4000,108,165,182629
16,256,5500,32,90,105635
16,64,5000,50,165,96862
24,512,6500,200,90,183708
12,128,4500,32,90,80321
6,256,5500,64,120,94501
16,64,5500,108,120,117884
24,64,5000,108,144,117634
12,2048,4500,50,90,199972
8,512,6500,50,120,132066
4,2048,6000,32,60,185125
24,2048,4500,50,165,232898
12,256,6500,200,120,147623
24,64,6000,48,144,117361
12,64,5500,50,120,100943
4,128,5000,48,90,84740
12,2048,5000,200,144,249336
4,256,4000,64,144,99236
24,512,5000,200,144,174086
4,128,6500,50,165,107825
4,256,5500,108,165,120760
24,256,5500,200,60,150624
4,2048,6500,48,144,210569
24,128,4000,64,90,93708
24,256,5000,108,60,119603
4,128,4500,108,90,94669
16,2048,5500,50,144,217181
12,2048,4500,50,90,195609
24,1024,5000,50,90,162827
4,512,5000,48,144,107665
12,1024,4500,32,60,123707
16,2048,6000,200,90,252221
4,512,4500,50,90,91606
4,512,6000,64,165,131188
8,128,4000,50,90,70846
16,64,4000,200,165,129528
12,512,6500,64,60,125475
6,2048,4500,48,120,195170
8,2048,5500,64,90,211761
12,128,6000,48,120,97804
24,2048,4500,64,90,218220
12,128,4000,50,120,82030
6,1024,5500,48,120,141655
16,2048,6500,64,60,221130
4,512,4500,50,144,107619
24,128,6500,64,144,127219
24,1024,5000,32,60,148368
16,64,4000,50,90,82118
12,256,6000,200,165,158506
24,2048,4000,32,120,218359
16,1024,5500,50,144,162502
24,256,4500,108,60,109293
16,128,5000,48,165,110965
12,256,5500,48,60,90710
8,2048,6000,64,90,209446
8,64,5000,32,90,70351
12,256,6500,50,144,115033
8,256,6000,50,165,117853
8,512,4500,50,144,110952
6,1024,6500,200,144,194039
4,128,4500,32,90,68088
6,64,5500,50,90,83717
24,512,5500,32,144,135155
4,512,5000,200,165,154162
12,512,5500,32,90,118827
4,256,4000,48,120,91586
6,128,6500,108,120,107242
16,2048,6000,48,165,237383
4,1024,6000,48,144,158010
4,128,5500,200,60,119392
8,64,5000,200,60,111341
12,256,6000,32,120,105034
6,64,4000,64,144,87612
12,2048,5000,108,60,211202
8,64,6500,108,144,108841
8,2048,6500,108,90,232216
6,64,6500,50,120,87293
4,2048,4000,108,165,213997
12,64,5500,50,90,82464
6,512,4000,32,90,86240
6,512,5500,50,90,115668
4,256,5500,64,120,94103
24,1024,4500,50,60,144676
8,1024,4500,64,144,144720
12,512,5000,108,165,133060
12,64,5500,50,165,94500
6,512,6500,64,60,115850
4,1024,5000,64,90,130079
24,2048,6500,48,144,237785
16,2048,6500,108,60,234192
8,512,5500,32,144,121590
8,128,4500,200,120,122850
6,1024,5500,50,165,157258
4,1024,4000,32,165,137701
4,1024,5500,64,60,128292
12,2048,6500,108,120,232083
8,256,6000,32,165,109023
4,64,6500,200,144,136210
6,128,5500,32,60,71229
