RAM,Storage,GPU,Screen,Processor,Price
128,256,RTX 5080,15.6,Ultra,387559.0
128,512,RTX 5080,17.3,Base,336609.0
16,1024,Integrated,14.0,Max,179243.0
8,512,RTX 5080,18.0,Pro,243419.0
128,2048,M5 Pro,17.3,Pro,353884.0
128,2048,M5 Pro,14.0,Ultra,407155.0
128,512,M5 Max,14.0,Ultra,396922.0
32,512,RTX 5060,15.6,Ultra,262117.0
128,256,RTX 5080,13.3,Ultra,386552.0
16,512,M5 Pro,17.3,Ultra,263200.0
64,2048,M5 Pro,18.0,Ultra,372336.0
64,512,Integrated,17.3,Base,149059.0
16,1024,Integrated,15.6,Pro,162268.0
128,1024,RTX 5060,16.0,Ultra,346941.0
128,4096,Integrated,17.3,Base,360548.0
32,4096,RTX 5080,17.3,Base,396717.0
64,4096,RTX 5060,16.0,Base,342753.0
16,1024,Integrated,16.0,Max,192399.0
32,256,M5 Pro,13.3,Pro,197244.0
16,4096,RTX 5080,18.0,Ultra,470862.0
16,4096,RTX 5060,14.0,Pro,324776.0
8,4096,RTX 5080,17.3,Max,414849.0
128,4096,RTX 5060,15.6,Max,456695.0
32,4096,RTX 5080,17.3,Base,389164.0
16,2048,Integrated,15.6,Pro,186935.0
16,512,RTX 5060,18.0,Max,211473.0
16,2048,M5 Pro,14.0,Max,291135.0
64,2048,M5 Pro,13.3,Base,283270.0
64,4096,RTX 5080,18.0,Max,475552.0
64,2048,RTX 5080,17.3,Base,331878.0
8,2048,RTX 5080,13.3,Ultra,361890.0
16,2048,RTX 5060,16.0,Max,273658.0
32,1024,RTX 5080,17.3,Pro,294932.0
128,2048,RTX 5080,18.0,Base,398337.0
8,256,M5 Pro,13.3,Base,163584.0
16,2048,M5 Pro,13.3,Ultra,318586.0
16,512,RTX 5080,14.0,Max,279982.0
8,1024,RTX 5080,13.3,Max,284344.0
16,256,M5 Pro,18.0,Max,219444.0
16,2048,Integrated,18.0,Base,178895.0
8,512,M5 Pro,13.3,Pro,198638.0
128,512,M5 Max,18.0,Ultra,411643.0
8,256,RTX 5080,13.3,Ultra,301624.0
16,2048,Integrated,14.0,Ultra,252580.0
8,256,Integrated,15.6,Max,143829.0
32,512,M5 Pro,14.0,Pro,219186.0
8,4096,M5 Max,13.3,Pro,394684.0
64,1024,RTX 5060,18.0,Pro,241796.0
64,4096,M5 Pro,14.0,Base,363956.0
8,512,Integrated,17.3,Ultra,186289.0
32,2048,RTX 5080,14.0,Pro,328976.0
32,256,RTX 5060,17.3,Max,225884.0
8,1024,RTX 5060,17.3,Pro,197957.0
64,1024,Integrated,14.0,Ultra,242208.0
64,256,RTX 5060,16.0,Base,195778.0
128,256,RTX 5080,15.6,Pro,340940.0
64,4096,M5 Pro,15.6,Pro,380784.0
64,256,Integrated,17.3,Base,141016.0
8,1024,RTX 5060,13.3,Base,176735.0
64,4096,RTX 5080,18.0,Ultra,501055.0
64,2048,Integrated,18.0,Pro,232539.0
32,256,RTX 5080,13.3,Pro,256870.0
16,4096,RTX 5080,16.0,Base,375879.0
32,2048,RTX 5060,13.3,Pro,258609.0
8,2048,Integrated,16.0,Base,176953.0
32,512,Integrated,13.3,Pro,143037.0
8,512,M5 Pro,15.6,Max,235234.0
16,1024,RTX 5060,18.0,Max,234123.0
8,256,RTX 5080,16.0,Max,268816.0
128,256,RTX 5080,18.0,Base,326101.0
64,2048,M5 Max,15.6,Base,332747.0
64,4096,RTX 5060,15.6,Pro,364820.0
32,256,M5 Max,18.0,Base,236698.0
16,4096,Integrated,13.3,Base,253280.0
16,256,M5 Pro,15.6,Ultra,263438.0
16,512,Integrated,17.3,Ultra,207638.0
16,1024,RTX 5060,16.0,Max,241014.0
32,256,M5 Max,15.6,Base,238510.0
128,256,RTX 5060,14.0,Base,231892.0
64,256,M5 Pro,15.6,Max,259636.0
32,256,M5 Max,16.0,Base,240013.0
32,512,RTX 5080,17.3,Max,295353.0
128,512,M5 Pro,15.6,Ultra,359861.0
16,4096,RTX 5060,14.0,Base,307691.0
64,256,RTX 5060,17.3,Max,242921.0
8,1024,Integrated,18.0,Ultra,210309.0
32,256,RTX 5060,17.3,Pro,189961.0
64,2048,Integrated,14.0,Max,259137.0
8,256,RTX 5060,17.3,Ultra,228181.0
32,2048,Integrated,17.3,Base,192329.0
128,512,M5 Pro,13.3,Base,277195.0
64,512,RTX 5060,15.6,Max,252430.0
32,2048,RTX 5080,15.6,Ultra,383357.0
32,512,Integrated,14.0,Pro,138934.0
128,256,RTX 5060,13.3,Pro,268801.0
64,2048,RTX 5080,16.0,Base,335440.0
128,1024,RTX 5060,16.0,Max,333924.0
64,1024,Integrated,13.3,Pro,183652.0
32,4096,Integrated,14.0,Max,314483.0
16,256,RTX 5060,15.6,Ultra,240761.0
128,256,RTX 5080,15.6,Pro,343696.0
8,2048,M5 Pro,17.3,Pro,272136.0
8,2048,Integrated,14.0,Base,176283.0
8,256,RTX 5060,14.0,Pro,158804.0
64,1024,Integrated,17.3,Max,224701.0
8,256,Integrated,14.0,Ultra,179028.0
16,256,RTX 5080,13.3,Base,215209.0
64,256,RTX 5060,17.3,Ultra,270340.0
64,2048,Integrated,16.0,Ultra,291389.0
16,1024,RTX 5060,14.0,Max,225578.0
32,2048,RTX 5060,13.3,Pro,256135.0
32,2048,M5 Pro,17.3,Ultra,344354.0
8,256,RTX 5080,16.0,Pro,246930.0
64,512,M5 Max,14.0,Base,265934.0
64,1024,M5 Pro,17.3,Ultra,333904.0
32,4096,M5 Max,15.6,Ultra,467990.0
32,512,Integrated,15.6,Pro,152463.0
8,1024,Integrated,16.0,Max,175598.0
128,512,RTX 5060,13.3,Pro,265570.0
16,1024,M5 Max,18.0,Base,261397.0
16,4096,M5 Pro,15.6,Pro,350487.0
16,512,M5 Max,15.6,Max,284391.0
128,256,RTX 5080,17.3,Pro,335712.0
128,512,M5 Pro,17.3,Max,335751.0
16,2048,Integrated,13.3,Base,164586.0
16,4096,RTX 5060,13.3,Ultra,373906.0
8,1024,M5 Max,14.0,Pro,259548.0
32,512,RTX 5080,13.3,Base,249735.0
16,4096,RTX 5060,13.3,Max,353401.0
8,1024,M5 Pro,17.3,Base,203274.0
32,1024,RTX 5080,14.0,Pro,287451.0
64,2048,RTX 5080,14.0,Max,375897.0
16,4096,RTX 5060,16.0,Max,352540.0
32,512,RTX 5060,18.0,Base,185796.0
128,2048,M5 Max,13.3,Pro,397901.0
128,1024,M5 Max,14.0,Base,337736.0
64,512,RTX 5080,18.0,Base,284587.0
16,1024,RTX 5080,14.0,Base,260537.0
32,2048,Integrated,15.6,Pro,217697.0
16,256,RTX 5080,15.6,Base,224400.0
8,256,M5 Pro,16.0,Ultra,252764.0
16,2048,M5 Pro,16.0,Max,303002.0
128,2048,Integrated,16.0,Pro,286808.0
16,2048,Integrated,13.3,Max,216560.0
8,1024,RTX 5080,13.3,Base,244413.0
32,512,M5 Pro,14.0,Base,194558.0
128,256,RTX 5080,17.3,Ultra,399634.0
8,2048,RTX 5060,17.3,Ultra,312182.0
16,256,Integrated,15.6,Pro,118672.0
16,2048,M5 Max,18.0,Max,354288.0
32,1024,RTX 5060,13.3,Base,197338.0
64,4096,M5 Max,16.0,Pro,444700.0
8,1024,Integrated,16.0,Base,119662.0
32,4096,M5 Pro,14.0,Base,344462.0
8,512,RTX 5060,18.0,Max,202935.0
8,2048,Integrated,15.6,Ultra,252533.0
64,2048,RTX 5080,13.3,Ultra,408437.0
16,1024,M5 Pro,15.6,Pro,223110.0
64,256,RTX 5080,16.0,Ultra,335565.0
32,512,RTX 5080,17.3,Base,252159.0
16,256,Integrated,18.0,Max,164785.0
128,2048,M5 Max,14.0,Base,389068.0
64,4096,M5 Pro,17.3,Ultra,446449.0
128,512,M5 Pro,15.6,Base,268701.0
64,256,M5 Max,17.3,Pro,291074.0
8,2048,RTX 5060,14.0,Pro,239943.0
16,512,Integrated,16.0,Base,110406.0
64,512,RTX 5060,17.3,Max,251402.0
32,256,Integrated,16.0,Ultra,205870.0
128,1024,RTX 5080,17.3,Ultra,435262.0
8,4096,M5 Max,17.3,Ultra,464021.0
8,2048,RTX 5060,14.0,Base,212190.0
8,4096,Integrated,15.6,Max,292971.0
64,1024,M5 Pro,18.0,Ultra,326332.0
128,4096,M5 Pro,13.3,Pro,442569.0
32,2048,RTX 5060,17.3,Ultra,319793.0
8,2048,RTX 5080,18.0,Pro,311202.0
8,2048,RTX 5080,15.6,Base,281426.0
32,1024,RTX 5080,15.6,Ultra,340846.0
8,512,RTX 5060,15.6,Ultra,241583.0
32,1024,M5 Pro,17.3,Base,219312.0
16,2048,RTX 5060,16.0,Ultra,302470.0
128,1024,Integrated,17.3,Pro,250732.0
8,1024,M5 Max,16.0,Pro,269627.0
128,4096,Integrated,14.0,Pro,355302.0
16,256,RTX 5060,13.3,Ultra,238000.0
8,1024,RTX 5060,15.6,Max,236240.0
64,4096,M5 Pro,18.0,Base,367269.0
8,512,RTX 5080,16.0,Ultra,315389.0
16,2048,M5 Max,17.3,Max,354467.0
32,512,RTX 5080,18.0,Base,246712.0
32,256,M5 Pro,13.3,Pro,198728.0
128,512,RTX 5060,18.0,Pro,272476.0
16,1024,M5 Pro,17.3,Base,209835.0
8,2048,RTX 5060,18.0,Pro,240488.0
128,256,RTX 5060,15.6,Max,293635.0
32,2048,M5 Pro,15.6,Ultra,336281.0
32,512,M5 Pro,15.6,Ultra,275538.0
128,256,Integrated,17.3,Max,253856.0
128,4096,M5 Max,15.6,Max,513811.0
8,2048,Integrated,15.6,Max,223889.0
32,1024,RTX 5080,18.0,Max,325470.0
16,512,M5 Max,14.0,Base,229223.0
128,2048,RTX 5080,18.0,Pro,412519.0
8,2048,RTX 5080,15.6,Ultra,375248.0
64,2048,Integrated,17.3,Pro,234458.0
32,512,M5 Max,18.0,Ultra,337993.0
32,4096,RTX 5080,14.0,Pro,399912.0
32,256,M5 Pro,14.0,Max,242963.0
128,512,RTX 5080,18.0,Base,334559.0
16,1024,RTX 5060,18.0,Max,231521.0
64,1024,RTX 5080,15.6,Max,343527.0
64,256,M5 Pro,13.3,Base,208594.0
64,512,M5 Max,13.3,Ultra,355540.0
128,1024,M5 Pro,13.3,Pro,314237.0
16,512,RTX 5080,16.0,Ultra,309092.0
16,1024,RTX 5060,13.3,Ultra,268204.0
32,512,RTX 5080,18.0,Base,260197.0
8,2048,RTX 5080,14.0,Pro,297925.0
128,512,M5 Pro,13.3,Pro,285102.0
128,2048,M5 Pro,16.0,Ultra,413087.0
64,2048,Integrated,13.3,Pro,231333.0
32,256,RTX 5080,17.3,Pro,270341.0
8,256,RTX 5060,14.0,Max,195229.0
32,512,Integrated,16.0,Max,181998.0
16,256,Integrated,15.6,Max,157286.0
64,4096,M5 Max,17.3,Max,462230.0
64,512,RTX 5080,16.0,Max,331127.0
16,512,M5 Pro,13.3,Pro,194204.0
16,512,RTX 5060,18.0,Base,170067.0
128,4096,RTX 5060,13.3,Max,441951.0
8,2048,RTX 5080,17.3,Base,288262.0
128,256,Integrated,18.0,Base,205029.0
8,256,M5 Pro,16.0,Ultra,247299.0
8,4096,RTX 5080,16.0,Pro,396283.0
16,256,RTX 5080,16.0,Base,223877.0
128,1024,M5 Max,17.3,Pro,358077.0
64,256,M5 Max,18.0,Base,271357.0
32,256,Integrated,16.0,Pro,146775.0
128,512,RTX 5080,17.3,Pro,351789.0
32,2048,RTX 5080,14.0,Base,308754.0
128,2048,RTX 5060,18.0,Ultra,395880.0
32,512,Integrated,13.3,Base,113526.0
8,4096,M5 Pro,14.0,Base,319194.0
128,256,Integrated,15.6,Pro,217543.0
64,1024,RTX 5080,16.0,Base,299545.0
8,512,Integrated,15.6,Max,161826.0
32,2048,Integrated,13.3,Base,180589.0
8,512,RTX 5060,15.6,Max,207413.0
64,4096,RTX 5080,18.0,Base,427648.0
32,1024,RTX 5060,13.3,Ultra,275979.0
64,2048,RTX 5080,16.0,Ultra,409328.0
64,512,Integrated,14.0,Base,145963.0
16,256,M5 Pro,17.3,Ultra,249688.0
128,2048,RTX 5060,17.3,Ultra,395153.0
32,4096,Integrated,18.0,Pro,298381.0
64,2048,Integrated,16.0,Ultra,297727.0
8,256,RTX 5080,18.0,Max,272405.0
8,4096,M5 Max,18.0,Pro,388068.0
32,4096,M5 Max,18.0,Base,387357.0
64,512,M5 Pro,15.6,Ultra,299868.0
16,4096,M5 Max,13.3,Base,381650.0
16,4096,M5 Pro,16.0,Pro,353234.0
8,2048,RTX 5080,14.0,Max,339297.0
32,256,M5 Max,14.0,Ultra,303849.0
64,512,Integrated,16.0,Ultra,240324.0
128,2048,Integrated,16.0,Ultra,346185.0
32,256,M5 Pro,18.0,Base,184059.0
8,2048,M5 Pro,13.3,Base,231961.0
8,4096,M5 Max,18.0,Max,434684.0
128,4096,RTX 5060,18.0,Ultra,477527.0
32,1024,Integrated,14.0,Ultra,216179.0
32,4096,M5 Max,17.3,Ultra,472552.0
32,2048,Integrated,13.3,Pro,195462.0
8,1024,RTX 5080,18.0,Max,303928.0
128,4096,RTX 5080,18.0,Base,481456.0
8,512,M5 Pro,14.0,Ultra,264088.0
8,1024,M5 Max,14.0,Pro,273738.0
8,2048,RTX 5060,16.0,Pro,244551.0
32,256,M5 Pro,13.3,Base,175930.0
64,2048,M5 Max,17.3,Pro,357030.0
64,256,M5 Max,18.0,Base,265424.0
128,2048,M5 Max,16.0,Pro,414308.0
128,512,RTX 5060,13.3,Ultra,331699.0
128,4096,RTX 5080,17.3,Ultra,541075.0
64,4096,RTX 5060,15.6,Ultra,426401.0
32,1024,M5 Pro,14.0,Pro,226468.0
64,4096,M5 Max,15.6,Max,464807.0
128,512,RTX 5060,14.0,Max,294410.0
32,512,RTX 5060,17.3,Max,225936.0
8,1024,M5 Max,16.0,Ultra,338379.0
128,1024,M5 Pro,13.3,Base,288122.0
8,2048,RTX 5060,13.3,Base,223864.0
16,1024,RTX 5060,15.6,Max,230375.0
16,256,RTX 5080,14.0,Base,214431.0
32,2048,Integrated,17.3,Pro,213277.0
128,2048,RTX 5060,17.3,Max,364871.0
8,2048,M5 Pro,16.0,Max,288327.0
128,256,Integrated,18.0,Max,247704.0
16,4096,M5 Pro,14.0,Max,380164.0
128,4096,M5 Max,14.0,Pro,493522.0
32,2048,RTX 5060,18.0,Base,233597.0
16,512,M5 Max,13.3,Ultra,307457.0
8,2048,RTX 5080,17.3,Max,349904.0
16,512,M5 Max,15.6,Base,238540.0
32,2048,RTX 5060,13.3,Pro,261569.0
32,4096,Integrated,18.0,Max,333960.0
64,4096,M5 Max,15.6,Base,416775.0
32,4096,RTX 5060,14.0,Base,316950.0
128,512,M5 Pro,17.3,Ultra,354423.0
8,1024,RTX 5060,14.0,Max,227314.0
32,1024,RTX 5080,14.0,Ultra,342364.0
128,256,Integrated,18.0,Max,245205.0
64,512,M5 Max,17.3,Pro,292264.0
8,1024,M5 Pro,13.3,Ultra,268630.0
32,4096,RTX 5080,13.3,Max,444614.0
128,4096,M5 Pro,16.0,Base,417424.0
32,512,RTX 5080,17.3,Base,259776.0
8,512,M5 Max,17.3,Base,223672.0
8,512,RTX 5060,18.0,Ultra,234128.0
8,512,M5 Max,18.0,Ultra,314126.0
8,512,Integrated,16.0,Max,161670.0
8,256,Integrated,13.3,Pro,121621.0
32,4096,Integrated,17.3,Pro,287727.0
32,2048,M5 Pro,16.0,Ultra,333538.0
64,1024,Integrated,16.0,Base,175462.0
128,256,M5 Max,13.3,Base,301210.0
8,1024,M5 Max,13.3,Max,292349.0
32,4096,Integrated,15.6,Ultra,358226.0
64,2048,Integrated,16.0,Pro,240494.0
128,512,RTX 5060,18.0,Ultra,334668.0
128,1024,RTX 5060,15.6,Max,319968.0
8,4096,M5 Max,14.0,Base,367686.0
8,256,M5 Max,17.3,Ultra,292162.0
128,4096,Integrated,15.6,Pro,357859.0
32,512,M5 Pro,18.0,Pro,230668.0
16,512,RTX 5060,17.3,Max,218669.0
16,256,RTX 5060,18.0,Base,150160.0
128,2048,M5 Max,13.3,Max,432180.0
8,1024,Integrated,14.0,Ultra,212694.0
32,1024,RTX 5060,18.0,Pro,214896.0
8,1024,M5 Max,13.3,Pro,259333.0
32,2048,M5 Pro,15.6,Max,300963.0
128,512,M5 Max,17.3,Max,386509.0
32,2048,RTX 5060,13.3,Max,278732.0
16,512,M5 Pro,15.6,Max,238426.0
16,1024,M5 Pro,16.0,Ultra,294009.0
32,1024,M5 Pro,17.3,Base,222264.0
16,4096,Integrated,15.6,Pro,281269.0
128,512,RTX 5080,18.0,Base,325251.0
8,256,M5 Max,18.0,Base,218999.0
128,4096,M5 Pro,17.3,Pro,438703.0
8,4096,RTX 5080,17.3,Ultra,448068.0
16,1024,M5 Pro,14.0,Max,256142.0
16,2048,M5 Max,17.3,Base,308075.0
64,1024,M5 Max,13.3,Pro,301651.0
128,512,M5 Max,14.0,Ultra,394636.0
16,512,M5 Max,17.3,Pro,263650.0
64,1024,Integrated,14.0,Ultra,256638.0
16,256,RTX 5080,15.6,Pro,236914.0
8,512,M5 Max,15.6,Ultra,304978.0
64,2048,Integrated,13.3,Max,259867.0
8,4096,RTX 5080,18.0,Max,417033.0
128,4096,M5 Max,14.0,Ultra,536356.0
64,1024,M5 Max,18.0,Base,293939.0
128,1024,M5 Pro,14.0,Ultra,373658.0
32,1024,M5 Pro,16.0,Base,222713.0
128,512,M5 Pro,14.0,Pro,291991.0
8,4096,RTX 5080,14.0,Pro,389029.0
16,512,RTX 5080,17.3,Base,239277.0
16,2048,RTX 5080,18.0,Base,303719.0
64,2048,M5 Pro,14.0,Pro,291934.0
64,256,RTX 5060,13.3,Pro,214769.0
128,4096,RTX 5060,14.0,Base,394781.0
128,512,Integrated,14.0,Max,243323.0
16,4096,M5 Pro,17.3,Base,331697.0
32,256,RTX 5060,16.0,Ultra,248220.0
64,512,RTX 5060,16.0,Pro,221463.0
128,512,M5 Max,18.0,Max,380353.0
16,1024,M5 Pro,17.3,Base,215728.0
16,2048,M5 Pro,14.0,Base,248048.0
8,512,M5 Max,17.3,Ultra,302307.0
16,4096,Integrated,14.0,Ultra,344555.0
128,4096,Integrated,17.3,Base,347987.0
8,2048,RTX 5060,17.3,Base,217371.0
64,4096,M5 Pro,15.6,Base,371583.0
128,2048,RTX 5060,16.0,Ultra,399955.0
32,4096,M5 Max,13.3,Ultra,461999.0
16,1024,M5 Pro,14.0,Base,191886.0
32,4096,M5 Max,16.0,Max,451001.0
16,256,Integrated,17.3,Base,106435.0
128,256,M5 Pro,18.0,Pro,290281.0
32,2048,RTX 5080,13.3,Pro,321316.0
64,4096,RTX 5080,15.6,Ultra,497799.0
128,1024,M5 Max,15.6,Ultra,417928.0
16,2048,M5 Max,17.3,Ultra,373117.0
16,1024,M5 Max,17.3,Ultra,343474.0
32,1024,M5 Max,15.6,Ultra,351478.0
16,256,RTX 5060,16.0,Pro,166832.0
8,512,M5 Max,16.0,Max,279933.0
128,4096,Integrated,14.0,Ultra,417716.0
8,256,RTX 5060,16.0,Ultra,222057.0
8,256,RTX 5080,14.0,Max,256285.0
8,4096,Integrated,18.0,Ultra,340995.0
64,4096,M5 Max,15.6,Base,425654.0
16,2048,M5 Pro,13.3,Pro,270576.0
128,1024,RTX 5060,13.3,Pro,283032.0
128,512,Integrated,15.6,Pro,215934.0
8,512,Integrated,15.6,Ultra,182742.0
32,2048,M5 Pro,17.3,Pro,278634.0
128,256,Integrated,13.3,Max,231948.0
128,4096,RTX 5080,15.6,Max,519134.0
16,4096,RTX 5060,16.0,Ultra,388164.0
128,256,RTX 5080,14.0,Ultra,400531.0
128,256,M5 Max,13.3,Max,355696.0
32,256,M5 Max,15.6,Max,281252.0
64,2048,M5 Max,16.0,Pro,358344.0
32,2048,M5 Pro,17.3,Base,260090.0
64,256,RTX 5080,13.3,Ultra,344960.0
16,512,RTX 5080,16.0,Max,276905.0
128,4096,Integrated,18.0,Max,402554.0
16,1024,Integrated,16.0,Max,183733.0
8,4096,RTX 5060,16.0,Max,350817.0
32,512,M5 Max,15.6,Pro,265350.0
16,2048,RTX 5060,14.0,Pro,241386.0
32,512,RTX 5060,14.0,Pro,187680.0
128,1024,RTX 5060,13.3,Base,266743.0
8,2048,M5 Max,13.3,Base,288146.0
64,1024,M5 Max,15.6,Ultra,372506.0
128,1024,M5 Pro,14.0,Max,336331.0
64,512,M5 Max,14.0,Base,273170.0
128,2048,M5 Pro,17.3,Base,346509.0
128,1024,M5 Pro,18.0,Pro,322311.0
64,256,M5 Max,16.0,Max,315752.0
8,256,RTX 5060,16.0,Base,140630.0
32,1024,M5 Max,15.6,Pro,283059.0
128,1024,RTX 5060,15.6,Ultra,357557.0
128,1024,RTX 5080,14.0,Ultra,431316.0
64,512,M5 Pro,18.0,Max,281152.0
32,2048,RTX 5080,16.0,Pro,323900.0
128,512,M5 Max,18.0,Pro,343637.0
8,1024,RTX 5060,17.3,Ultra,271057.0
64,512,RTX 5060,18.0,Pro,228075.0
64,256,RTX 5060,16.0,Ultra,279681.0
16,4096,M5 Max,18.0,Max,428228.0
64,1024,RTX 5080,17.3,Base,304110.0
64,256,RTX 5060,13.3,Pro,202984.0
32,2048,Integrated,16.0,Max,242915.0
32,1024,RTX 5080,17.3,Max,330976.0
32,256,M5 Pro,13.3,Max,239512.0
128,512,M5 Max,17.3,Pro,341723.0
32,1024,RTX 5080,18.0,Ultra,352476.0
64,256,M5 Pro,17.3,Max,266024.0
64,512,RTX 5060,18.0,Max,249439.0
64,4096,M5 Max,16.0,Base,416221.0
8,512,RTX 5080,14.0,Max,267362.0
32,1024,RTX 5080,17.3,Ultra,342111.0
32,2048,RTX 5080,18.0,Ultra,385599.0
64,512,RTX 5060,13.3,Pro,210997.0
16,1024,Integrated,14.0,Pro,151452.0
64,256,Integrated,13.3,Ultra,215351.0
128,256,Integrated,16.0,Base,203089.0
8,1024,M5 Max,14.0,Base,236128.0
64,1024,RTX 5060,14.0,Max,265650.0
64,512,RTX 5060,17.3,Pro,231814.0
8,256,RTX 5080,15.6,Ultra,294485.0
64,4096,RTX 5080,17.3,Ultra,494872.0
16,4096,RTX 5060,17.3,Ultra,392725.0
128,2048,M5 Max,18.0,Max,436117.0
32,2048,M5 Max,14.0,Base,315239.0
64,1024,RTX 5080,16.0,Max,346502.0
16,1024,Integrated,13.3,Pro,148398.0
32,1024,M5 Pro,17.3,Base,227162.0
64,2048,RTX 5080,13.3,Ultra,412807.0
32,4096,RTX 5060,13.3,Max,360913.0
16,2048,M5 Max,16.0,Ultra,368201.0
16,512,M5 Pro,16.0,Pro,205373.0
32,256,M5 Pro,18.0,Pro,221675.0
128,4096,RTX 5080,15.6,Max,521862.0
64,512,Integrated,14.0,Pro,176118.0
32,256,M5 Pro,17.3,Ultra,268083.0
32,4096,M5 Pro,14.0,Max,397286.0
8,512,Integrated,17.3,Base,117188.0
16,256,RTX 5080,15.6,Pro,245511.0
64,256,RTX 5060,13.3,Pro,215256.0
8,2048,RTX 5060,15.6,Ultra,302120.0
32,2048,RTX 5080,16.0,Base,310518.0
32,256,RTX 5060,13.3,Max,216735.0
64,256,M5 Max,16.0,Pro,284122.0
16,1024,M5 Pro,13.3,Base,206740.0
16,2048,M5 Pro,14.0,Base,241239.0
16,2048,Integrated,17.3,Pro,209014.0
64,2048,RTX 5080,15.6,Pro,347620.0
8,4096,M5 Max,13.3,Max,413562.0
64,1024,RTX 5060,15.6,Base,220578.0
16,256,RTX 5060,18.0,Ultra,232094.0
32,256,RTX 5060,15.6,Base,170615.0
64,512,Integrated,13.3,Ultra,226250.0
128,512,RTX 5080,13.3,Pro,331623.0
16,2048,Integrated,18.0,Max,230223.0
8,256,RTX 5080,18.0,Pro,247789.0
128,256,RTX 5060,16.0,Pro,273562.0
32,4096,RTX 5080,16.0,Pro,413615.0
8,2048,RTX 5080,18.0,Pro,312676.0
32,256,M5 Pro,18.0,Ultra,276910.0
128,1024,M5 Max,18.0,Ultra,420182.0
16,4096,RTX 5060,17.3,Max,368567.0
32,2048,RTX 5080,17.3,Pro,336409.0
8,4096,RTX 5060,16.0,Max,348390.0
32,4096,RTX 5080,16.0,Base,385865.0
128,2048,RTX 5060,13.3,Max,366952.0
128,512,RTX 5080,18.0,Base,321078.0
128,2048,RTX 5060,17.3,Ultra,392372.0
128,512,M5 Max,15.6,Max,373186.0
64,1024,Integrated,13.3,Base,172619.0
8,512,RTX 5060,13.3,Pro,181172.0
8,2048,RTX 5060,13.3,Base,213625.0
128,2048,M5 Pro,17.3,Max,389032.0
8,1024,RTX 5060,17.3,Base,191938.0
8,512,M5 Pro,13.3,Ultra,248321.0
8,1024,M5 Max,18.0,Ultra,338718.0
32,256,M5 Max,15.6,Base,228449.0
8,1024,Integrated,14.0,Base,119926.0
8,512,M5 Max,16.0,Pro,250262.0
16,4096,RTX 5060,17.3,Pro,339179.0
128,4096,M5 Pro,18.0,Base,426836.0
128,1024,M5 Pro,18.0,Ultra,370164.0
8,512,RTX 5060,17.3,Ultra,244701.0
128,1024,RTX 5060,17.3,Ultra,349239.0
32,1024,M5 Max,15.6,Max,320952.0
64,2048,RTX 5080,17.3,Pro,354803.0
128,4096,RTX 5060,16.0,Max,449333.0
32,2048,M5 Pro,16.0,Base,267291.0
8,1024,M5 Max,13.3,Pro,266840.0
32,256,RTX 5080,14.0,Pro,259357.0
32,256,RTX 5080,17.3,Pro,269503.0
8,256,M5 Pro,15.6,Pro,179946.0
16,1024,RTX 5080,17.3,Pro,284446.0
16,1024,RTX 5080,13.3,Ultra,325191.0
128,512,Integrated,18.0,Max,268032.0
64,512,M5 Pro,18.0,Base,220866.0
128,1024,Integrated,18.0,Ultra,301933.0
8,256,RTX 5080,15.6,Ultra,300648.0
64,256,RTX 5060,18.0,Base,190039.0
64,256,RTX 5080,17.3,Base,260073.0
32,4096,M5 Max,14.0,Max,435868.0
128,512,RTX 5060,13.3,Ultra,320784.0
64,4096,M5 Max,17.3,Base,427325.0
16,2048,RTX 5080,16.0,Pro,325645.0
16,1024,Integrated,16.0,Base,144195.0
128,2048,RTX 5080,13.3,Ultra,459553.0
128,2048,RTX 5060,14.0,Ultra,393692.0
128,512,M5 Pro,16.0,Pro,293876.0
128,4096,M5 Max,14.0,Pro,490698.0
8,1024,M5 Pro,15.6,Base,194035.0
8,2048,M5 Pro,15.6,Max,286704.0
16,1024,RTX 5080,17.3,Base,261235.0
32,512,RTX 5080,17.3,Ultra,322302.0
128,512,M5 Pro,13.3,Pro,295468.0
16,1024,RTX 5060,18.0,Base,187801.0
8,256,RTX 5060,17.3,Pro,177965.0
32,256,RTX 5080,18.0,Base,250298.0
32,2048,M5 Pro,13.3,Max,302112.0
16,4096,RTX 5060,14.0,Max,360286.0
128,2048,M5 Max,18.0,Pro,417349.0
8,2048,M5 Max,18.0,Base,288583.0
32,512,Integrated,15.6,Pro,151340.0
128,1024,Integrated,16.0,Base,230516.0
8,2048,RTX 5080,18.0,Max,342966.0
8,256,RTX 5080,18.0,Ultra,304304.0
16,2048,M5 Max,18.0,Base,293689.0
32,2048,M5 Max,17.3,Base,305148.0
16,512,M5 Max,16.0,Base,244345.0
8,512,M5 Max,15.6,Max,271709.0
64,2048,RTX 5060,13.3,Max,302787.0
32,1024,RTX 5080,14.0,Max,310501.0
8,1024,M5 Pro,13.3,Max,251730.0
16,512,RTX 5080,16.0,Pro,264530.0
8,2048,M5 Max,18.0,Pro,315875.0
64,512,M5 Max,14.0,Ultra,352761.0
32,4096,RTX 5080,16.0,Pro,408259.0
16,512,M5 Max,17.3,Pro,258926.0
16,1024,M5 Max,14.0,Ultra,339477.0
16,4096,RTX 5060,15.6,Base,300551.0
128,4096,Integrated,14.0,Max,389093.0
16,256,RTX 5080,16.0,Ultra,302755.0
32,2048,RTX 5080,14.0,Pro,324462.0
